Make,Model,Cylinder,Trans as listed in FE Guide (derived from col AA thru AF),CityMPG,HighwayMPG,CombinedMPG,Air Aspir Method,Air Aspiration Method Desc,Transmission,Drive,Drive Desc,Fuel,Fuel Usage Desc - Conventional Fuel,Cost,EPA Calculated Annual Fuel Cost - Conventional Fuel -----  Annual fuel cost error. Please revise Verify. ,Carline Class,Carline Class Desc,Release Date,CityCO2,HighwayCO2,CombinedCO2
Chevrolet,TRAVERSE AWD,6,Auto(A6),16,23,19,NA,Naturally Aspirated,Automatic,A,All Wheel Drive,G,Gasoline (Regular Unleaded Recommended),2750,2750,33,Standard SUV 4WD,5/30/2014,551,384,476
Chrysler,200,4,Auto(A9),23,36,28,NA,Naturally Aspirated,Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1900,1900,5,Midsize Cars,3/27/2014,384,246,322
Chrysler,200,6,Auto(A9),19,32,23,NA,Naturally Aspirated,Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),2300,2300,5,Midsize Cars,3/26/2014,469,283,385
Chrysler,200 AWD,6,Auto(A9),18,29,22,NA,Naturally Aspirated,Automatic,A,All Wheel Drive,G,Gasoline (Regular Unleaded Recommended),2400,2400,5,Midsize Cars,3/17/2014,482,306,403
FIAT,500,4,Auto(A6),27,34,30,NA,Naturally Aspirated,Automatic,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),1900,1900,2,Minicompact Cars,6/23/2014,325,259,295
FIAT,500,4,Auto(A6),24,32,27,TC,Turbocharged,Automatic,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),2100,2100,2,Minicompact Cars,6/23/2014,363,272,322
FIAT,500,4,Manual(M5),31,40,34,NA,Naturally Aspirated,Manual,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),1700,1700,2,Minicompact Cars,6/23/2014,289,224,260
FIAT,500,4,Manual(M5),28,34,30,TC,Turbocharged,Manual,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),1900,1900,2,Minicompact Cars,6/23/2014,321,263,295
FIAT,500 Abarth,4,Auto(A6),24,32,27,TC,Turbocharged,Automatic,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),2100,2100,2,Minicompact Cars,6/23/2014,363,272,322
FIAT,500 Abarth,4,Manual(M5),28,34,30,TC,Turbocharged,Manual,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),1900,1900,2,Minicompact Cars,6/23/2014,321,263,295
Ford,Fiesta FWD,4,Auto(AM6),27,37,31,NA,Naturally Aspirated,Automated Manual,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1700,1700,3,Subcompact Cars,6/20/2014,328,242,289
Ford,Fiesta SFE FWD,4,Manual(M5),31,43,36,TC,Turbocharged,Manual,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1450,1450,3,Subcompact Cars,6/20/2014,280,206,247
Ford,Fiesta SFE FWD,4,Auto(AM6),28,38,32,NA,Naturally Aspirated,Automated Manual,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1650,1650,3,Subcompact Cars,6/20/2014,319,233,281
Ford,Fiesta ST FWD,4,Manual(M6),26,35,29,TC,Turbocharged,Manual,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1800,1800,4,Compact Cars,6/20/2014,337,257,301
Ford,FUSION AWD,4,Auto(S6),22,31,25,TC,Turbocharged,Semi-Automatic,A,All Wheel Drive,G,Gasoline (Regular Unleaded Recommended),2100,2100,5,Midsize Cars,6/23/2014,410,284,354
Ford,FUSION FWD,4,Auto(S6),25,37,29,TC,Turbocharged,Semi-Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1800,1800,5,Midsize Cars,6/23/2014,356,238,303
Ford,FUSION FWD,4,Auto(S6),24,36,28,TC,Turbocharged,Semi-Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1900,1900,5,Midsize Cars,6/23/2014,374,247,316
Ford,FUSION FWD,4,Auto(S6),22,33,26,TC,Turbocharged,Semi-Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),2000,2000,5,Midsize Cars,6/23/2014,396,267,338
Ford,FUSION FWD,4,Auto(S6),22,34,26,NA,Naturally Aspirated,Semi-Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),2000,2000,5,Midsize Cars,6/23/2014,399,264,338
Ford,Special Service Police FWD,4,Auto(A6),20,30,24,TC,Turbocharged,Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),2200,2200,6,Large Cars,6/5/2014,436,298,374
Ford,TAURUS AWD,6,Auto(S6),17,25,20,TC,Turbocharged,Semi-Automatic,A,All Wheel Drive,G,Gasoline (Regular Unleaded Recommended),2600,2600,6,Large Cars,6/5/2014,524,357,449
Ford,TAURUS AWD,6,Auto(S6),18,26,21,NA,Naturally Aspirated,Semi-Automatic,A,All Wheel Drive,G,Gasoline (Regular Unleaded Recommended),2500,2500,6,Large Cars,6/5/2014,491,345,425
Ford,TAURUS AWD FFV,6,Auto(S6),18,26,21,NA,Naturally Aspirated,Semi-Automatic,A,All Wheel Drive,G,Gasoline (Regular Unleaded Recommended),2500,2500,6,Large Cars,6/5/2014,491,345,425
Ford,TAURUS FWD,4,Auto(S6),22,32,26,TC,Turbocharged,Semi-Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),2000,2000,6,Large Cars,6/5/2014,397,278,342
Ford,TAURUS FWD,6,Auto(S6),19,29,23,NA,Naturally Aspirated,Semi-Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),2300,2300,6,Large Cars,6/5/2014,460,311,393
Ford,TAURUS FWD FFV,6,Auto(S6),19,29,23,NA,Naturally Aspirated,Semi-Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),2300,2300,6,Large Cars,5/5/2014,460,311,393
Ford,Transit T150 Wagon,6,Auto(S6),14,19,16,TC,Turbocharged,Semi-Automatic,R,"2-Wheel Drive, Rear",G,Gasoline (Regular Unleaded Recommended),3300,3300,15,"Vans, Passenger Type",6/2/2014,626,471,556
Ford,Transit T150 Wagon FFV,6,Auto(S6),14,19,16,NA,Naturally Aspirated,Semi-Automatic,R,"2-Wheel Drive, Rear",G,Gasoline (Regular Unleaded Recommended),3300,3300,15,"Vans, Passenger Type",6/2/2014,627,476,559
Ford,EXPLORER FFV 2WD,6,Auto(S6),17,24,20,NA,Naturally Aspirated,Semi-Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),2600,2600,32,Standard SUV 2WD,6/5/2014,518,366,450
Ford,EXPLORER FWD,4,Auto(A6),20,28,23,TC,Turbocharged,Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),2300,2300,32,Standard SUV 2WD,6/5/2014,449,322,392
Ford,EXPLORER FWD,6,Auto(S6),17,24,20,NA,Naturally Aspirated,Semi-Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),2600,2600,32,Standard SUV 2WD,6/5/2014,518,366,450
Ford,EXPLORER AWD,6,Auto(S6),17,23,19,NA,Naturally Aspirated,Semi-Automatic,A,All Wheel Drive,G,Gasoline (Regular Unleaded Recommended),2750,2750,33,Standard SUV 4WD,6/5/2014,537,389,470
Ford,EXPLORER AWD,6,Auto(S6),16,22,18,TC,Turbocharged,Semi-Automatic,A,All Wheel Drive,G,Gasoline (Regular Unleaded Recommended),2900,2900,33,Standard SUV 4WD,6/5/2014,561,404,494
Ford,EXPLORER FFV AWD,6,Auto(S6),17,23,19,NA,Naturally Aspirated,Semi-Automatic,A,All Wheel Drive,G,Gasoline (Regular Unleaded Recommended),2750,2750,33,Standard SUV 4WD,6/5/2014,537,389,470
GMC,C15 SIERRA 2WD,8,Auto(A6),16,23,19,NA,Naturally Aspirated,Automatic,R,"2-Wheel Drive, Rear",G,Gasoline (Regular Unleaded Recommended),2750,2750,12,Standard Pick-up Trucks 2WD,1/6/2014,552,389,478
GMC,K15 SIERRA 4WD,8,Auto(A6),16,22,18,NA,Naturally Aspirated,Automatic,4,4-Wheel Drive,G,Gasoline (Regular Unleaded Recommended),2900,2900,13,Standard Pick-up Trucks 4WD,1/6/2014,562,403,490
GMC,TERRAIN FWD,4,Auto(A6),22,32,26,NA,Naturally Aspirated,Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),2000,2000,30,Small SUV 2WD,5/30/2014,398,278,344
GMC,TERRAIN FWD,4,Auto(A6),22,32,26,NA,Naturally Aspirated,Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),2000,2000,30,Small SUV 2WD,5/30/2014,398,278,344
GMC,TERRAIN FWD,6,Auto(A6),17,24,20,NA,Naturally Aspirated,Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),2600,2600,30,Small SUV 2WD,5/30/2014,536,370,444
GMC,TERRAIN AWD,4,Auto(A6),20,29,23,NA,Naturally Aspirated,Automatic,A,All Wheel Drive,G,Gasoline (Regular Unleaded Recommended),2300,2300,31,Small SUV 4WD,5/31/2014,435,310,379
GMC,TERRAIN AWD,6,Auto(A6),16,23,19,NA,Naturally Aspirated,Automatic,A,All Wheel Drive,G,Gasoline (Regular Unleaded Recommended),2750,2750,31,Small SUV 4WD,5/30/2014,559,387,468
GMC,ACADIA FWD,6,Auto(A6),17,24,19,NA,Naturally Aspirated,Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),2750,2750,32,Standard SUV 2WD,5/30/2014,538,375,465
GMC,C1500 YUKON 2WD,8,Auto(A6),16,23,18,NA,Naturally Aspirated,Automatic,R,"2-Wheel Drive, Rear",G,Gasoline (Regular Unleaded Recommended),2900,2900,32,Standard SUV 2WD,1/6/2014,561,383,481
GMC,C1500 YUKON 2WD,8,Auto(A6),16,23,18,NA,Naturally Aspirated,Automatic,R,"2-Wheel Drive, Rear",G,Gasoline (Regular Unleaded Recommended),2900,2900,32,Standard SUV 2WD,5/22/2014,561,383,481
GMC,C1500 YUKON 2WD,8,Auto(A6),15,21,17,NA,Naturally Aspirated,Automatic,R,"2-Wheel Drive, Rear",G,Gasoline (Regular Unleaded Recommended),3100,3100,32,Standard SUV 2WD,1/15/2014,609,428,527
GMC,C1500 YUKON XL 2WD,8,Auto(A6),16,23,18,NA,Naturally Aspirated,Automatic,R,"2-Wheel Drive, Rear",G,Gasoline (Regular Unleaded Recommended),2900,2900,32,Standard SUV 2WD,1/6/2014,561,383,481
GMC,C1500 YUKON XL 2WD,8,Auto(A6),16,23,18,NA,Naturally Aspirated,Automatic,R,"2-Wheel Drive, Rear",G,Gasoline (Regular Unleaded Recommended),2900,2900,32,Standard SUV 2WD,5/22/2014,561,383,481
GMC,C1500 YUKON XL 2WD,8,Auto(A6),15,21,17,NA,Naturally Aspirated,Automatic,R,"2-Wheel Drive, Rear",G,Gasoline (Regular Unleaded Recommended),3100,3100,32,Standard SUV 2WD,1/15/2014,609,428,527
GMC,ACADIA AWD,6,Auto(A6),16,23,19,NA,Naturally Aspirated,Automatic,A,All Wheel Drive,G,Gasoline (Regular Unleaded Recommended),2750,2750,33,Standard SUV 4WD,5/30/2014,551,384,476
GMC,K1500 YUKON 4WD,8,Auto(A6),16,22,18,NA,Naturally Aspirated,Automatic,4,4-Wheel Drive,G,Gasoline (Regular Unleaded Recommended),2900,2900,33,Standard SUV 4WD,1/6/2014,573,407,498
GMC,K1500 YUKON 4WD,8,Auto(A6),16,22,18,NA,Naturally Aspirated,Automatic,4,4-Wheel Drive,G,Gasoline (Regular Unleaded Recommended),2900,2900,33,Standard SUV 4WD,5/22/2014,573,407,498
GMC,K1500 YUKON 4WD,8,Auto(A6),14,21,16,NA,Naturally Aspirated,Automatic,4,4-Wheel Drive,G,Gasoline (Regular Unleaded Recommended),3300,3300,33,Standard SUV 4WD,1/15/2014,635,431,555
GMC,K1500 YUKON XL 4WD,8,Auto(A6),15,22,18,NA,Naturally Aspirated,Automatic,4,4-Wheel Drive,G,Gasoline (Regular Unleaded Recommended),2900,2900,33,Standard SUV 4WD,1/6/2014,581,409,503
GMC,K1500 YUKON XL 4WD,8,Auto(A6),15,22,18,NA,Naturally Aspirated,Automatic,4,4-Wheel Drive,G,Gasoline (Regular Unleaded Recommended),2900,2900,33,Standard SUV 4WD,5/22/2014,581,409,503
GMC,K1500 YUKON XL 4WD,8,Auto(A6),14,20,16,NA,Naturally Aspirated,Automatic,4,4-Wheel Drive,G,Gasoline (Regular Unleaded Recommended),3300,3300,33,Standard SUV 4WD,1/15/2014,634,443,548
Honda,FIT,4,Auto(AV),33,41,36,NA,Naturally Aspirated,Continuously Variable,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1450,1450,7,Small Station Wagons,4/1/2014,269,216,247
Honda,FIT,4,Auto(AV-S7),32,38,35,NA,Naturally Aspirated,Selectable Continuously Variable (e.g. CVT with paddles),F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1500,1500,7,Small Station Wagons,4/1/2014,275,233,256
Honda,FIT,4,Manual(M6),29,37,32,NA,Naturally Aspirated,Manual,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1650,1650,7,Small Station Wagons,4/1/2014,306,241,277
Honda,PILOT 2WD,6,Auto(A5),18,25,21,NA,Naturally Aspirated,Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),2500,2500,30,Small SUV 2WD,6/3/2014,500,349,432
Honda,PILOT 4WD,6,Auto(A5),17,24,20,NA,Naturally Aspirated,Automatic,A,All Wheel Drive,G,Gasoline (Regular Unleaded Recommended),2600,2600,31,Small SUV 4WD,6/3/2014,514,364,446
Hyundai,Genesis Coupe,6,Auto(S8),16,25,19,NA,Naturally Aspirated,Semi-Automatic,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),3000,3000,3,Subcompact Cars,5/20/2014,543,354,458
Hyundai,Genesis Coupe,6,Manual(M6),16,24,19,NA,Naturally Aspirated,Manual,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),3000,3000,3,Subcompact Cars,5/20/2014,535,368,460
Hyundai,Elantra,4,Auto(S6),28,38,32,NA,Naturally Aspirated,Semi-Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1650,1650,5,Midsize Cars,6/1/2014,319,234,281
Hyundai,Elantra,4,Manual(M6),27,37,31,NA,Naturally Aspirated,Manual,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1700,1700,5,Midsize Cars,6/1/2014,328,234,286
Hyundai,Elantra,4,Auto(S6),24,35,28,NA,Naturally Aspirated,Semi-Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1900,1900,5,Midsize Cars,6/1/2014,363,255,314
Hyundai,Elantra,4,Manual(M6),24,34,28,NA,Naturally Aspirated,Manual,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1900,1900,5,Midsize Cars,6/1/2014,364,263,319
Hyundai,Elantra Limited,4,Auto(S6),27,37,31,NA,Naturally Aspirated,Semi-Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1700,1700,5,Midsize Cars,6/1/2014,329,243,290
Hyundai,Sonata HYBRID,4,Auto(AM6),36,40,38,NA,Naturally Aspirated,Automated Manual,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1400,1400,5,Midsize Cars,6/12/2014,247,224,237
Hyundai,Sonata HYBRID LIMITED,4,Auto(AM6),36,40,37,NA,Naturally Aspirated,Automated Manual,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1400,1400,5,Midsize Cars,6/12/2014,250,225,239
Hyundai,Equus,8,Auto(A8),15,23,18,NA,Naturally Aspirated,Automatic,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),3150,3150,6,Large Cars,4/29/2014,597,387,502
Hyundai,Genesis AWD,6,Auto(A8),16,25,19,NA,Naturally Aspirated,Automatic,A,All Wheel Drive,G,Gasoline (Regular Unleaded Recommended),2750,2750,6,Large Cars,2/15/2014,544,356,459
Hyundai,Genesis RWD,6,Auto(A8),18,29,22,NA,Naturally Aspirated,Automatic,R,"2-Wheel Drive, Rear",G,Gasoline (Regular Unleaded Recommended),2400,2400,6,Large Cars,2/15/2014,489,311,409
Hyundai,Genesis RWD,8,Auto(A8),15,23,18,NA,Naturally Aspirated,Automatic,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),3150,3150,6,Large Cars,2/15/2014,600,384,503
Hyundai,Sonata,4,Auto(S6),25,37,29,NA,Naturally Aspirated,Semi-Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1800,1800,6,Large Cars,5/30/2014,362,242,308
Hyundai,Sonata SPORT/LIMITED,4,Auto(S6),24,35,28,NA,Naturally Aspirated,Semi-Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1900,1900,6,Large Cars,5/30/2014,376,258,323
Hyundai,Tucson FWD,4,Auto(A6),23,29,25,NA,Naturally Aspirated,Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),2100,2100,30,Small SUV 2WD,6/2/2014,382,306,348
Hyundai,Tucson FWD,4,Auto(A6),21,28,24,NA,Naturally Aspirated,Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),2200,2200,30,Small SUV 2WD,6/1/2014,425,309,373
Hyundai,Tucson AWD,4,Auto(A6),21,25,23,NA,Naturally Aspirated,Automatic,A,All Wheel Drive,G,Gasoline (Regular Unleaded Recommended),2300,2300,31,Small SUV 4WD,6/1/2014,432,346,393
Hyundai,Tucson AWD,4,Auto(A6),20,25,22,NA,Naturally Aspirated,Automatic,A,All Wheel Drive,G,Gasoline (Regular Unleaded Recommended),2400,2400,31,Small SUV 4WD,6/2/2014,445,347,401
Infiniti,QX50,6,Auto(S7),17,25,20,NA,Naturally Aspirated,Semi-Automatic,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),2850,2850,7,Small Station Wagons,5/6/2014,524,357,445
Infiniti,QX50 AWD,6,Auto(S7),17,24,20,NA,Naturally Aspirated,Semi-Automatic,A,All Wheel Drive,GPR,Gasoline (Premium Unleaded Required),2850,2850,7,Small Station Wagons,5/6/2014,515,365,447
Infiniti,QX70 RWD,6,Auto(S7),17,24,19,NA,Naturally Aspirated,Semi-Automatic,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),3000,3000,30,Small SUV 2WD,5/7/2014,525,374,457
Infiniti,QX70 AWD,6,Auto(S7),16,22,18,NA,Naturally Aspirated,Semi-Automatic,A,All Wheel Drive,GPR,Gasoline (Premium Unleaded Required),3150,3150,31,Small SUV 4WD,5/7/2014,551,407,486
Jaguar,F-TYPE Convertible,6,Auto(S8),20,28,23,SC,Supercharged,Semi-Automatic,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),2500,2500,1,Two Seaters,1/30/2014,447,318,389
Jaguar,F-TYPE Coupe,6,Auto(S8),20,28,23,SC,Supercharged,Semi-Automatic,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),2500,2500,1,Two Seaters,1/30/2014,447,318,389
Jaguar,F-TYPE R Coupe,8,Auto(S8),16,23,18,SC,Supercharged,Semi-Automatic,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),3150,3150,1,Two Seaters,1/30/2014,570,386,487
Jaguar,F-TYPE S Convertible,6,Auto(S8),19,27,22,SC,Supercharged,Semi-Automatic,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),2600,2600,1,Two Seaters,1/30/2014,464,329,403
Jaguar,F-TYPE S Coupe,6,Auto(S8),19,27,22,SC,Supercharged,Semi-Automatic,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),2600,2600,1,Two Seaters,1/30/2014,464,329,403
Jaguar,F-TYPE V8 S Convertible,8,Auto(S8),16,23,18,SC,Supercharged,Semi-Automatic,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),3150,3150,1,Two Seaters,1/30/2014,570,386,487
Jaguar,XK,8,Auto(S6),16,24,19,NA,Naturally Aspirated,Semi-Automatic,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),3000,3000,2,Minicompact Cars,1/30/2014,556,373,474
Jaguar,XK,8,Auto(S6),15,22,18,SC,Supercharged,Semi-Automatic,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),3150,3150,2,Minicompact Cars,1/30/2014,588,411,508
Jaguar,XK Convertible,8,Auto(S6),16,22,18,NA,Naturally Aspirated,Semi-Automatic,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),3150,3150,2,Minicompact Cars,1/30/2014,565,398,490
Jaguar,XK Convertible,8,Auto(S6),15,22,17,SC,Supercharged,Semi-Automatic,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),3350,3350,2,Minicompact Cars,1/30/2014,601,411,515
Jaguar,XF,4,Auto(S8),19,30,23,TC,Turbocharged,Semi-Automatic,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),2500,2500,5,Midsize Cars,5/12/2014,462,296,387
Jaguar,XF,8,Auto(S8),15,23,18,SC,Supercharged,Semi-Automatic,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),3150,3150,5,Midsize Cars,1/30/2014,592,388,500
Jaguar,XF AWD,6,Auto(S8),17,27,20,SC,Supercharged,Semi-Automatic,A,All Wheel Drive,GP,Gasoline (Premium Unleaded Recommended),2850,2850,5,Midsize Cars,6/20/2014,524,329,437
Jaguar,XF FFV,8,Auto(S8),15,23,18,SC,Supercharged,Semi-Automatic,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),3150,3150,5,Midsize Cars,5/12/2014,592,388,500
Jaguar,XJ,8,Auto(S8),15,23,18,SC,Supercharged,Semi-Automatic,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),3150,3150,6,Large Cars,1/30/2014,599,387,504
Jaguar,XJ AWD,6,Auto(S8),16,24,19,SC,Supercharged,Semi-Automatic,A,All Wheel Drive,GP,Gasoline (Premium Unleaded Recommended),3000,3000,6,Large Cars,7/1/2014,553,364,468
Jaguar,XJ FFV,6,Auto(S8),18,27,21,SC,Supercharged,Semi-Automatic,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),2700,2700,6,Large Cars,7/1/2014,497,329,421
Jaguar,XJ FFV,8,Auto(S8),15,23,18,SC,Supercharged,Semi-Automatic,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),3150,3150,6,Large Cars,7/1/2014,599,387,504
Jaguar,XJL,8,Auto(S8),15,23,18,SC,Supercharged,Semi-Automatic,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),3150,3150,6,Large Cars,1/30/2014,599,387,504
Jaguar,XJL AWD,6,Auto(S8),16,24,19,SC,Supercharged,Semi-Automatic,A,All Wheel Drive,GP,Gasoline (Premium Unleaded Recommended),3000,3000,6,Large Cars,7/1/2014,558,364,471
Jaguar,XJL FFV,6,Auto(S8),17,27,20,SC,Supercharged,Semi-Automatic,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),2850,2850,6,Large Cars,7/1/2014,535,328,442
